occupation_item_id	count	text_data	context	class_type
21143988	1	Judoca	given name	occupation
3487030	1	Doctor of Technology		occupation
3454667	1			occupation
18711738	2	member of the Argentine Chamber of Senators	political position in Argentina	occupation
216545	1	Christian theology	study of Christian belief and practice	occupation
5097080	2	chief product officer		occupation
1599940	3	demolition expert	occupation	occupation
814598	2			occupation
7954855	1	WRAF	Christian radio station in Toccoa Falls, Georgia	occupation
6001801	2	local authority	profession	occupation
4404698	1			occupation
21774057	2			occupation
11690026	1	chansonnier	medieval songbook type	occupation
28026456	2	itinerant bookseller	trader who travels to sell books	occupation
787	1	pig	domesticated animal	occupation
1416660	1	Finanzwirt	Wikipedia disambiguation page	occupation
242360	1	Kshatriya	Varna (class) in Hinduism, one of four classes	occupation
3633112	1	Shilpa Shastras		occupation
1650562	1	phytotherapy	use of plant-based materials and extracts as medicine	occupation
1521634	1	vulgarism	expression considered non-standard or characteristic of uneducated speech or writing	occupation
14616641	1	chancel	space around the altar of a traditional Christian church	occupation
212105	1	special education	educating students with special needs in a way that addresses their individual differences and needs	occupation
19693316	1	First responder	employee of an emergency service	occupation
701632	1	municipal council	local government of a municipality	occupation
4671704	1	Marsiya	elegiac poem	occupation
3356421	1	Cand.polit.	Current degree in economics issued by the University of Copenhagen in Denmark	occupation
3068266	1	Women rabbis	Overview Article of the Wikipedia	occupation
1144170	1	ministère public	French authority charged with defending the interests of society and of the application of law	occupation
2293670	1	slam poetry	evolving literary genre	occupation
3029423	2	director of redaction		occupation
1665268	3	command	message conveying a requirement to perform a certain action	occupation
29052311	1	fire eater	occupation	occupation
10251	1	plasma	state of matter consisting of ionized gas	occupation
26383	1	atomic physics	field of physics	occupation
2874491	2		Wikimedia disambiguation page	occupation
333070	1	Private pilot licence	in aviation	occupation
29394487	1			occupation
3273051	5	Derebey		occupation
497605	1	Grand Chamberman of France	position	occupation
3857897	1	Knights Milites	Originally the Latin word for the soldiers of the Ancient Roman Army., in the Middle Ages, it came to denote mounted soldiers, knights, and by extension the nobility.	occupation
2136129	3			occupation
42899355	1	organ tuner	profession	occupation
3321471	1	sports marketing		occupation
10541563	1			occupation
15896029	1	Growth hacking	Neologism used for Internet marketing	occupation
3303170	1			occupation
6314445	1	Junák		occupation
475996	1	Women's Royal Naval Service	The women's branch of the British Royal Navy	occupation
7574803	1	special constable		occupation
723685	1	video on demand	systems which allow users to select and watch/listen to video or audio content on demand	occupation
36956	1	leprosy	Chronic infection caused by bacteria Mycobacteria lepræ and lepromatosis	occupation
2006045	3	business oligarch	rich industrialists of great political influence in post-Soviet states	occupation
337907	3	woodcarving	form of working wood by means of a cutting tool	occupation
8024771	1	Windstream Communications		occupation
2529836	1	Barrel racing	rodeo event	occupation
37941017	2	fieldworker	person who collects data in the field	occupation
26691574	1	mayor of Albacete	political position in Spain	occupation
27583000	5	ironworker	tradesman who works in the ironworking industry	occupation
2487961	4	divisional general	military rank	occupation
2962002	1	Chief of the Defence Staff	commander of French Army	occupation
19815528	1	Air Forces Command	French Air Force type command responsible for conventional combat aircraft, transport aircraft, AWACS, radar systems, and parachutist and special forces units	occupation
1771785	2	Candidate of Law	Law degree	occupation
788514	1	auteur	leader of a collaborative work equivalent to the author of a book	occupation
3796486	2	botanical illustration	drawing or painted image of plants and their components	occupation
31916432	1	art collecting		occupation
57312709	4			occupation
899277	1	recruitment	process of attracting, selecting and appointing candidates to a job	occupation
2550712	1			occupation
30588539	1	Foodstirs	Cooking and lifestyle company	occupation
17279714	1	Minister of State Security of the People's Republic of China		occupation
10728596	4			occupation
56654147	2	geomicrobiologist		occupation
2223407	4	advertising artist		occupation
76292267	1	scientific integrity consultant		occupation
7646178	1	Surgeon-General of the British Armed Forces		occupation
16737957	1			occupation
419883	1	piece work	employment system where the worker is paid according to the number of units produced	occupation
25381999	3			occupation
20113959	1	nature conservation		occupation
1574099	1	radiation protection	protection of man and the environment against the harmful effects of ionizing radiation	occupation
3796984	3	farmer	formal description of farmer in Italian law	occupation
65935532	1	Procurator	A lawyer practicing before the lower courts (Scotland)	occupation
65936394	1	Workman	A person that undergoes industrial or manual labour for payment	occupation
3633758	1	Lokpal	Sort of ombudsman in Indian environment	occupation
16396441	1			occupation
1661231	3	Indian Civil Service		occupation
17403176	1	Doctor of Law (honorary)	honorary doctorate	occupation
30891689	1			occupation
1519454	1	design	creative process	occupation
682496	1	systems engineering	interdisciplinary field of engineering and engineering management that focuses on how to design and manage complex systems over their life cycles	occupation
3303313	1	Verderer	officials who administer the local laws of certain forests	occupation
47466590	1			occupation
26691698	1	mayor of Vilanova i la Geltrú	political position in Spain	occupation
51647820	5	trendsetter	person who creates or expands a fashion trend by adopting a product or style	occupation
5172464	1	Corporate housing	Fully furnished lodging, typically for stays of 30 days or more.	occupation
2560905	2	Benandanti	Members of a visionary tradition in the Friuli district of Italy	occupation
56459606	1	Mayor of Strovolos		occupation
217741	1	Purdue University	public research university in West Lafayette, Indiana, United States	occupation
7406779	3	Princess consort	Wife of prince	occupation
11740347	2			occupation
15954665	3	antisemite	person practicing antisemitism	occupation
3772929	4	Dewan	powerful government official in the context of Islamic history	occupation
1270569	1	City Commandant		occupation
6388	5	swimming	self propulsion of a person through water or other liquid	occupation
50384235	2			occupation
1549367	2	Grand Inquisitor	position	occupation
461696	1	barbecue	cooking method and apparatus	occupation
191051	1	windsurfing	water sport	occupation
188966	2	contract bridge	card game	occupation
28226123	1	Deputy Assistant Secretary		occupation
918	1	Twitter	micro-blogging Internet service	occupation
51803609	1			occupation
7205	4	paleontology	scientific study of prehistoric life	occupation
12322847	1		1979 film by Ernst Johansen	occupation
22920919	3	refiner		occupation
1969015	2	Truppführer		occupation
2130943	3	Shunters		occupation
475482	2	Gefreiter	German military rank	occupation
71049604	2	dermatovenerologist		occupation
71133935	4	electrooptician		occupation
480298	2	Amtsarzt	physician and civil servant in governmental health administration	occupation
